split,image_path,mask_path,width,height,image_channels,mask_channels,image_format,mask_format,image_size_kb,mask_size_kb,masked_pixels,mask_ratio
train,train/images/nail_train_002378.jpg,train/masks/nail_train_002378.png,640,640,3,1,JPEG,PNG,32.3,1.45,4822,0.011772
train,train/images/nail_train_002379.jpg,train/masks/nail_train_002379.png,640,640,3,1,JPEG,PNG,28.11,1.68,9812,0.023955
train,train/images/nail_train_002380.jpg,train/masks/nail_train_002380.png,640,640,3,1,JPEG,PNG,18.51,1.17,3285,0.00802
train,train/images/nail_train_002381.jpg,train/masks/nail_train_002381.png,640,640,3,1,JPEG,PNG,19.45,1.22,3295,0.008044
train,train/images/nail_train_002383.jpg,train/masks/nail_train_002383.png,640,640,3,1,JPEG,PNG,23.51,2.14,16315,0.039832
train,train/images/nail_train_002384.jpg,train/masks/nail_train_002384.png,640,640,3,1,JPEG,PNG,31.15,1.28,6466,0.015786
train,train/images/nail_train_002386.jpg,train/masks/nail_train_002386.png,640,640,3,1,JPEG,PNG,21.86,2.03,16314,0.039829
train,train/images/nail_train_002387.jpg,train/masks/nail_train_002387.png,640,640,3,1,JPEG,PNG,36.79,2.56,38651,0.094363
train,train/images/nail_train_002389.jpg,train/masks/nail_train_002389.png,640,640,3,1,JPEG,PNG,31.61,1.55,10918,0.026655
train,train/images/nail_train_002390.jpg,train/masks/nail_train_002390.png,640,640,3,1,JPEG,PNG,36.44,1.56,10946,0.026724
train,train/images/nail_train_002392.jpg,train/masks/nail_train_002392.png,640,640,3,1,JPEG,PNG,16.85,2.66,209422,0.511284
train,train/images/nail_train_002393.jpg,train/masks/nail_train_002393.png,640,640,3,1,JPEG,PNG,20.99,3.51,168459,0.411277
train,train/images/nail_train_002394.jpg,train/masks/nail_train_002394.png,640,640,3,1,JPEG,PNG,20.54,3.53,168480,0.411328
train,train/images/nail_train_002395.jpg,train/masks/nail_train_002395.png,640,640,3,1,JPEG,PNG,17.66,2.92,200434,0.489341
train,train/images/nail_train_002396.jpg,train/masks/nail_train_002396.png,640,640,3,1,JPEG,PNG,18.24,2.61,200640,0.489844
train,train/images/nail_train_002397.jpg,train/masks/nail_train_002397.png,640,640,3,1,JPEG,PNG,24.39,2.12,98295,0.239978
train,train/images/nail_train_002398.jpg,train/masks/nail_train_002398.png,640,640,3,1,JPEG,PNG,16.02,2.5,207777,0.507268
train,train/images/nail_train_002399.jpg,train/masks/nail_train_002399.png,640,640,3,1,JPEG,PNG,29.21,1.98,10526,0.025698
train,train/images/nail_train_002400.jpg,train/masks/nail_train_002400.png,640,640,3,1,JPEG,PNG,25.6,1.92,10496,0.025625
train,train/images/nail_train_002401.jpg,train/masks/nail_train_002401.png,640,640,3,1,JPEG,PNG,29.29,1.45,5392,0.013164
train,train/images/nail_train_002402.jpg,train/masks/nail_train_002402.png,640,640,3,1,JPEG,PNG,29.29,1.42,5371,0.013113
train,train/images/nail_train_002403.jpg,train/masks/nail_train_002403.png,640,640,3,1,JPEG,PNG,28.64,1.27,5286,0.012905
train,train/images/nail_train_002404.jpg,train/masks/nail_train_002404.png,640,640,3,1,JPEG,PNG,23.66,1.41,6237,0.015227
train,train/images/nail_train_002405.jpg,train/masks/nail_train_002405.png,640,640,3,1,JPEG,PNG,30.04,1.24,5319,0.012986
train,train/images/nail_train_002407.jpg,train/masks/nail_train_002407.png,640,640,3,1,JPEG,PNG,32.54,1.03,2231,0.005447
train,train/images/nail_train_002409.jpg,train/masks/nail_train_002409.png,640,640,3,1,JPEG,PNG,29.63,2.13,12365,0.030188
train,train/images/nail_train_002412.jpg,train/masks/nail_train_002412.png,640,640,3,1,JPEG,PNG,21.68,3.7,232966,0.568765
train,train/images/nail_train_002414.jpg,train/masks/nail_train_002414.png,640,640,3,1,JPEG,PNG,22.81,3.31,233276,0.569521
train,train/images/nail_train_002415.jpg,train/masks/nail_train_002415.png,640,640,3,1,JPEG,PNG,17.58,3.05,297440,0.726172
train,train/images/nail_train_002416.jpg,train/masks/nail_train_002416.png,640,640,3,1,JPEG,PNG,19.26,2.8,248417,0.606487
train,train/images/nail_train_002417.jpg,train/masks/nail_train_002417.png,640,640,3,1,JPEG,PNG,30.96,3.15,224378,0.547798
train,train/images/nail_train_002418.jpg,train/masks/nail_train_002418.png,640,640,3,1,JPEG,PNG,17.23,1.34,31659,0.077292
train,train/images/nail_train_002420.jpg,train/masks/nail_train_002420.png,640,640,3,1,JPEG,PNG,17.82,1.4,31786,0.077603
train,train/images/nail_train_002421.jpg,train/masks/nail_train_002421.png,640,640,3,1,JPEG,PNG,20.58,1.77,61276,0.1496
train,train/images/nail_train_002422.jpg,train/masks/nail_train_002422.png,640,640,3,1,JPEG,PNG,21.46,3.04,165756,0.404678
train,train/images/nail_train_002423.jpg,train/masks/nail_train_002423.png,640,640,3,1,JPEG,PNG,17.97,1.66,61364,0.149814
train,train/images/nail_train_002424.jpg,train/masks/nail_train_002424.png,640,640,3,1,JPEG,PNG,22.45,3.31,215944,0.527207
train,train/images/nail_train_002425.jpg,train/masks/nail_train_002425.png,640,640,3,1,JPEG,PNG,23.5,2.84,224893,0.549055
train,train/images/nail_train_002426.jpg,train/masks/nail_train_002426.png,640,640,3,1,JPEG,PNG,17.17,2.93,298297,0.728264
train,train/images/nail_train_002427.jpg,train/masks/nail_train_002427.png,640,640,3,1,JPEG,PNG,37.47,1.74,6378,0.015571
train,train/images/nail_train_002428.jpg,train/masks/nail_train_002428.png,640,640,3,1,JPEG,PNG,52.86,1.77,6467,0.015789
train,train/images/nail_train_002429.jpg,train/masks/nail_train_002429.png,640,640,3,1,JPEG,PNG,22.58,1.88,16887,0.041228
train,train/images/nail_train_002431.jpg,train/masks/nail_train_002431.png,640,640,3,1,JPEG,PNG,23.8,2.06,16842,0.041118
train,train/images/nail_train_002432.jpg,train/masks/nail_train_002432.png,640,640,3,1,JPEG,PNG,30.75,1.65,9333,0.022786
train,train/images/nail_train_002434.jpg,train/masks/nail_train_002434.png,640,640,3,1,JPEG,PNG,22.58,1.89,16455,0.040173
train,train/images/nail_train_002435.jpg,train/masks/nail_train_002435.png,640,640,3,1,JPEG,PNG,27.45,1.45,7040,0.017188
train,train/images/nail_train_002436.jpg,train/masks/nail_train_002436.png,640,640,3,1,JPEG,PNG,29.04,1.92,7046,0.017202
train,train/images/nail_train_002437.jpg,train/masks/nail_train_002437.png,640,640,3,1,JPEG,PNG,35.21,1.04,1894,0.004624
train,train/images/nail_train_002438.jpg,train/masks/nail_train_002438.png,640,640,3,1,JPEG,PNG,46.92,1.03,1899,0.004636
train,train/images/nail_train_002439.jpg,train/masks/nail_train_002439.png,640,640,3,1,JPEG,PNG,37.09,0.74,947,0.002312
train,train/images/nail_train_002440.jpg,train/masks/nail_train_002440.png,640,640,3,1,JPEG,PNG,48.02,0.76,956,0.002334
train,train/images/nail_train_002441.jpg,train/masks/nail_train_002441.png,640,640,3,1,JPEG,PNG,47.84,2.22,16013,0.039094
train,train/images/nail_train_002443.jpg,train/masks/nail_train_002443.png,640,640,3,1,JPEG,PNG,32,1.37,5146,0.012563
train,train/images/nail_train_002444.jpg,train/masks/nail_train_002444.png,640,640,3,1,JPEG,PNG,37.67,1.37,5150,0.012573
train,train/images/nail_train_002445.jpg,train/masks/nail_train_002445.png,640,640,3,1,JPEG,PNG,37.73,1.42,5157,0.01259
train,train/images/nail_train_002446.jpg,train/masks/nail_train_002446.png,640,640,3,1,JPEG,PNG,31.12,1.38,5200,0.012695
train,train/images/nail_train_002448.jpg,train/masks/nail_train_002448.png,640,640,3,1,JPEG,PNG,44.57,1.39,5203,0.012703
train,train/images/nail_train_002450.jpg,train/masks/nail_train_002450.png,640,640,3,1,JPEG,PNG,39.67,0.47,0,0
train,train/images/nail_train_002451.jpg,train/masks/nail_train_002451.png,640,640,3,1,JPEG,PNG,32.13,2.94,30141,0.073586
train,train/images/nail_train_002452.jpg,train/masks/nail_train_002452.png,640,640,3,1,JPEG,PNG,31.85,3.03,30205,0.073743
train,train/images/nail_train_002453.jpg,train/masks/nail_train_002453.png,640,640,3,1,JPEG,PNG,38,0.47,0,0
train,train/images/nail_train_002454.jpg,train/masks/nail_train_002454.png,640,640,3,1,JPEG,PNG,42.31,0.47,0,0
train,train/images/nail_train_002455.jpg,train/masks/nail_train_002455.png,640,640,3,1,JPEG,PNG,21.97,1.23,4040,0.009863
train,train/images/nail_train_002457.jpg,train/masks/nail_train_002457.png,640,640,3,1,JPEG,PNG,27.91,0.47,0,0
train,train/images/nail_train_002458.jpg,train/masks/nail_train_002458.png,640,640,3,1,JPEG,PNG,33.24,0.47,0,0
train,train/images/nail_train_002459.jpg,train/masks/nail_train_002459.png,640,640,3,1,JPEG,PNG,33.56,0.47,0,0
train,train/images/nail_train_002460.jpg,train/masks/nail_train_002460.png,640,640,3,1,JPEG,PNG,28.65,0.47,0,0
train,train/images/nail_train_002461.jpg,train/masks/nail_train_002461.png,640,640,3,1,JPEG,PNG,55.38,1.72,7561,0.018459
train,train/images/nail_train_002463.jpg,train/masks/nail_train_002463.png,640,640,3,1,JPEG,PNG,25.88,1.25,3372,0.008232
train,train/images/nail_train_002464.jpg,train/masks/nail_train_002464.png,640,640,3,1,JPEG,PNG,25.45,1.58,7905,0.019299
train,train/images/nail_train_002465.jpg,train/masks/nail_train_002465.png,640,640,3,1,JPEG,PNG,27.27,1.62,7922,0.019341
train,train/images/nail_train_002466.jpg,train/masks/nail_train_002466.png,640,640,3,1,JPEG,PNG,21.41,1.19,3381,0.008254
train,train/images/nail_train_002467.jpg,train/masks/nail_train_002467.png,640,640,3,1,JPEG,PNG,20.02,1.16,3054,0.007456
train,train/images/nail_train_002468.jpg,train/masks/nail_train_002468.png,640,640,3,1,JPEG,PNG,22.25,1.26,3069,0.007493
train,train/images/nail_train_002469.jpg,train/masks/nail_train_002469.png,640,640,3,1,JPEG,PNG,25.76,1.51,6805,0.016614
train,train/images/nail_train_002470.jpg,train/masks/nail_train_002470.png,640,640,3,1,JPEG,PNG,30.27,1.37,6807,0.016619
train,train/images/nail_train_002473.jpg,train/masks/nail_train_002473.png,640,640,3,1,JPEG,PNG,25.79,1.52,7062,0.017241
train,train/images/nail_train_002474.jpg,train/masks/nail_train_002474.png,640,640,3,1,JPEG,PNG,23.57,1.35,8746,0.021353
train,train/images/nail_train_002475.jpg,train/masks/nail_train_002475.png,640,640,3,1,JPEG,PNG,31.09,1.46,7063,0.017244
train,train/images/nail_train_002478.jpg,train/masks/nail_train_002478.png,640,640,3,1,JPEG,PNG,55.38,1.51,5574,0.013608
train,train/images/nail_train_002479.jpg,train/masks/nail_train_002479.png,640,640,3,1,JPEG,PNG,34.25,1.62,10744,0.02623
train,train/images/nail_train_002480.jpg,train/masks/nail_train_002480.png,640,640,3,1,JPEG,PNG,30.24,1.9,10762,0.026274
train,train/images/nail_train_002481.jpg,train/masks/nail_train_002481.png,640,640,3,1,JPEG,PNG,23.8,2.01,31231,0.076248
train,train/images/nail_train_002482.jpg,train/masks/nail_train_002482.png,640,640,3,1,JPEG,PNG,22.97,2.13,31041,0.075784
train,train/images/nail_train_002483.jpg,train/masks/nail_train_002483.png,640,640,3,1,JPEG,PNG,25.81,1.34,3182,0.007769
train,train/images/nail_train_002484.jpg,train/masks/nail_train_002484.png,640,640,3,1,JPEG,PNG,33.58,1.1,3186,0.007778
train,train/images/nail_train_002485.jpg,train/masks/nail_train_002485.png,640,640,3,1,JPEG,PNG,34.05,1.22,3982,0.009722
train,train/images/nail_train_002488.jpg,train/masks/nail_train_002488.png,640,640,3,1,JPEG,PNG,32.62,1.35,3953,0.009651
train,train/images/nail_train_002489.jpg,train/masks/nail_train_002489.png,640,640,3,1,JPEG,PNG,42.2,1.22,3998,0.009761
train,train/images/nail_train_002490.jpg,train/masks/nail_train_002490.png,640,640,3,1,JPEG,PNG,36.29,1.24,4015,0.009802
train,train/images/nail_train_002491.jpg,train/masks/nail_train_002491.png,640,640,3,1,JPEG,PNG,31.2,1.21,5058,0.012349
train,train/images/nail_train_002492.jpg,train/masks/nail_train_002492.png,640,640,3,1,JPEG,PNG,28.84,1.54,5017,0.012249
train,train/images/nail_train_002493.jpg,train/masks/nail_train_002493.png,640,640,3,1,JPEG,PNG,23.73,1.15,4650,0.011353
train,train/images/nail_train_002494.jpg,train/masks/nail_train_002494.png,640,640,3,1,JPEG,PNG,34.61,1.29,5551,0.013552
train,train/images/nail_train_002495.jpg,train/masks/nail_train_002495.png,640,640,3,1,JPEG,PNG,29.17,1.14,4651,0.011355
train,train/images/nail_train_002496.jpg,train/masks/nail_train_002496.png,640,640,3,1,JPEG,PNG,28.75,1.33,5574,0.013608
train,train/images/nail_train_002497.jpg,train/masks/nail_train_002497.png,640,640,3,1,JPEG,PNG,15.65,2.02,105966,0.258706
train,train/images/nail_train_002498.jpg,train/masks/nail_train_002498.png,640,640,3,1,JPEG,PNG,14.55,2.42,106621,0.260305
train,train/images/nail_train_002499.jpg,train/masks/nail_train_002499.png,640,640,3,1,JPEG,PNG,25.33,3.29,245607,0.599626
train,train/images/nail_train_002500.jpg,train/masks/nail_train_002500.png,640,640,3,1,JPEG,PNG,20.03,2.36,180500,0.440674
train,train/images/nail_train_002501.jpg,train/masks/nail_train_002501.png,640,640,3,1,JPEG,PNG,18.93,3.14,180367,0.440349
train,train/images/nail_train_002502.jpg,train/masks/nail_train_002502.png,640,640,3,1,JPEG,PNG,27.01,3.05,182912,0.446562
train,train/images/nail_train_002503.jpg,train/masks/nail_train_002503.png,640,640,3,1,JPEG,PNG,22,2.95,183494,0.447983
train,train/images/nail_train_002504.jpg,train/masks/nail_train_002504.png,640,640,3,1,JPEG,PNG,24.42,2.71,220286,0.537808
train,train/images/nail_train_002505.jpg,train/masks/nail_train_002505.png,640,640,3,1,JPEG,PNG,24.26,3.4,248688,0.607148
train,train/images/nail_train_002506.jpg,train/masks/nail_train_002506.png,640,640,3,1,JPEG,PNG,24.43,2.72,220388,0.538057
train,train/images/nail_train_002509.jpg,train/masks/nail_train_002509.png,640,640,3,1,JPEG,PNG,28.1,1.63,9089,0.02219
train,train/images/nail_train_002510.jpg,train/masks/nail_train_002510.png,640,640,3,1,JPEG,PNG,23.81,1.87,11227,0.02741
train,train/images/nail_train_002511.jpg,train/masks/nail_train_002511.png,640,640,3,1,JPEG,PNG,22.32,1.69,10373,0.025325
train,train/images/nail_train_002512.jpg,train/masks/nail_train_002512.png,640,640,3,1,JPEG,PNG,29.62,1.84,9098,0.022212
train,train/images/nail_train_002513.jpg,train/masks/nail_train_002513.png,640,640,3,1,JPEG,PNG,22.32,1.68,11222,0.027397
train,train/images/nail_train_002514.jpg,train/masks/nail_train_002514.png,640,640,3,1,JPEG,PNG,24.36,1.65,10348,0.025264
train,train/images/nail_train_002515.jpg,train/masks/nail_train_002515.png,640,640,3,1,JPEG,PNG,21.25,1.15,3633,0.00887
train,train/images/nail_train_002516.jpg,train/masks/nail_train_002516.png,640,640,3,1,JPEG,PNG,29.54,1.22,2595,0.006335
train,train/images/nail_train_002517.jpg,train/masks/nail_train_002517.png,640,640,3,1,JPEG,PNG,37.83,1.04,2591,0.006326
train,train/images/nail_train_002518.jpg,train/masks/nail_train_002518.png,640,640,3,1,JPEG,PNG,19.9,1.25,3626,0.008853
train,train/images/nail_train_002519.jpg,train/masks/nail_train_002519.png,640,640,3,1,JPEG,PNG,24.33,1.3,2724,0.00665
train,train/images/nail_train_002520.jpg,train/masks/nail_train_002520.png,640,640,3,1,JPEG,PNG,33.56,1.06,2705,0.006604
train,train/images/nail_train_002521.jpg,train/masks/nail_train_002521.png,640,640,3,1,JPEG,PNG,27.72,2.89,34294,0.083726
train,train/images/nail_train_002522.jpg,train/masks/nail_train_002522.png,640,640,3,1,JPEG,PNG,27.95,2.78,34325,0.083801
train,train/images/nail_train_002523.jpg,train/masks/nail_train_002523.png,640,640,3,1,JPEG,PNG,51.33,1.22,3874,0.009458
train,train/images/nail_train_002524.jpg,train/masks/nail_train_002524.png,640,640,3,1,JPEG,PNG,68.02,1.2,3883,0.00948
train,train/images/nail_train_002525.jpg,train/masks/nail_train_002525.png,640,640,3,1,JPEG,PNG,32.88,1.55,8357,0.020403
train,train/images/nail_train_002526.jpg,train/masks/nail_train_002526.png,640,640,3,1,JPEG,PNG,28.94,1.54,8400,0.020508
train,train/images/nail_train_002527.jpg,train/masks/nail_train_002527.png,640,640,3,1,JPEG,PNG,21.93,1.8,9907,0.024187
train,train/images/nail_train_002528.jpg,train/masks/nail_train_002528.png,640,640,3,1,JPEG,PNG,26.26,1.49,9909,0.024192
train,train/images/nail_train_002529.jpg,train/masks/nail_train_002529.png,640,640,3,1,JPEG,PNG,62.88,1.49,7328,0.017891
train,train/images/nail_train_002530.jpg,train/masks/nail_train_002530.png,640,640,3,1,JPEG,PNG,60.18,1.79,7340,0.01792
train,train/images/nail_train_002531.jpg,train/masks/nail_train_002531.png,640,640,3,1,JPEG,PNG,45.47,2.25,11778,0.028755
train,train/images/nail_train_002532.jpg,train/masks/nail_train_002532.png,640,640,3,1,JPEG,PNG,31.38,2.36,11851,0.028933
train,train/images/nail_train_002533.jpg,train/masks/nail_train_002533.png,640,640,3,1,JPEG,PNG,23.22,3.34,171215,0.418005
train,train/images/nail_train_002534.jpg,train/masks/nail_train_002534.png,640,640,3,1,JPEG,PNG,20.82,3.32,171016,0.41752
train,train/images/nail_train_002535.jpg,train/masks/nail_train_002535.png,640,640,3,1,JPEG,PNG,26.5,1.32,4656,0.011367
train,train/images/nail_train_002536.jpg,train/masks/nail_train_002536.png,640,640,3,1,JPEG,PNG,26.48,1.47,4629,0.011301
train,train/images/nail_train_002537.jpg,train/masks/nail_train_002537.png,640,640,3,1,JPEG,PNG,23.32,1.31,3935,0.009607
train,train/images/nail_train_002538.jpg,train/masks/nail_train_002538.png,640,640,3,1,JPEG,PNG,23.57,1.3,4026,0.009829
train,train/images/nail_train_002539.jpg,train/masks/nail_train_002539.png,640,640,3,1,JPEG,PNG,24.61,1.62,8026,0.019595
train,train/images/nail_train_002541.jpg,train/masks/nail_train_002541.png,640,640,3,1,JPEG,PNG,23.32,1.3,4038,0.009858
train,train/images/nail_train_002544.jpg,train/masks/nail_train_002544.png,640,640,3,1,JPEG,PNG,33.86,1.35,6554,0.016001
train,train/images/nail_train_002545.jpg,train/masks/nail_train_002545.png,640,640,3,1,JPEG,PNG,28.04,2.35,25464,0.062168
train,train/images/nail_train_002546.jpg,train/masks/nail_train_002546.png,640,640,3,1,JPEG,PNG,30.21,2.42,25396,0.062002
train,train/images/nail_train_002547.jpg,train/masks/nail_train_002547.png,640,640,3,1,JPEG,PNG,27.98,1.1,4925,0.012024
train,train/images/nail_train_002548.jpg,train/masks/nail_train_002548.png,640,640,3,1,JPEG,PNG,28.99,1.08,4930,0.012036
train,train/images/nail_train_002549.jpg,train/masks/nail_train_002549.png,640,640,3,1,JPEG,PNG,26.26,1.28,7099,0.017332
train,train/images/nail_train_002550.jpg,train/masks/nail_train_002550.png,640,640,3,1,JPEG,PNG,28.24,1.31,7072,0.017266
train,train/images/nail_train_002551.jpg,train/masks/nail_train_002551.png,640,640,3,1,JPEG,PNG,33.21,1.83,10649,0.025999
train,train/images/nail_train_002552.jpg,train/masks/nail_train_002552.png,640,640,3,1,JPEG,PNG,29.61,1.87,10686,0.026089
train,train/images/nail_train_002553.jpg,train/masks/nail_train_002553.png,640,640,3,1,JPEG,PNG,27.91,2.91,21082,0.05147
train,train/images/nail_train_002556.jpg,train/masks/nail_train_002556.png,640,640,3,1,JPEG,PNG,29.29,1.32,6174,0.015073
train,train/images/nail_train_002558.jpg,train/masks/nail_train_002558.png,640,640,3,1,JPEG,PNG,21.85,3.54,235508,0.574971
train,train/images/nail_train_002559.jpg,train/masks/nail_train_002559.png,640,640,3,1,JPEG,PNG,32.05,1.84,10589,0.025852
train,train/images/nail_train_002560.jpg,train/masks/nail_train_002560.png,640,640,3,1,JPEG,PNG,25.38,1.95,10570,0.025806
train,train/images/nail_train_002561.jpg,train/masks/nail_train_002561.png,640,640,3,1,JPEG,PNG,22.75,1.55,9396,0.022939
train,train/images/nail_train_002562.jpg,train/masks/nail_train_002562.png,640,640,3,1,JPEG,PNG,24.57,1.63,10017,0.024456
train,train/images/nail_train_002563.jpg,train/masks/nail_train_002563.png,640,640,3,1,JPEG,PNG,25.64,1.68,10073,0.024592
train,train/images/nail_train_002564.jpg,train/masks/nail_train_002564.png,640,640,3,1,JPEG,PNG,24.57,1.54,9376,0.022891
train,train/images/nail_train_002565.jpg,train/masks/nail_train_002565.png,640,640,3,1,JPEG,PNG,45.33,1.03,2404,0.005869
train,train/images/nail_train_002566.jpg,train/masks/nail_train_002566.png,640,640,3,1,JPEG,PNG,34.49,1.15,2402,0.005864
train,train/images/nail_train_002568.jpg,train/masks/nail_train_002568.png,640,640,3,1,JPEG,PNG,23.65,1.66,7754,0.018931
train,train/images/nail_train_002570.jpg,train/masks/nail_train_002570.png,640,640,3,1,JPEG,PNG,26.34,1.48,6029,0.014719
train,train/images/nail_train_002571.jpg,train/masks/nail_train_002571.png,640,640,3,1,JPEG,PNG,26.22,0.97,2214,0.005405
train,train/images/nail_train_002572.jpg,train/masks/nail_train_002572.png,640,640,3,1,JPEG,PNG,23.84,1.08,2205,0.005383
train,train/images/nail_train_002573.jpg,train/masks/nail_train_002573.png,640,640,3,1,JPEG,PNG,29.61,1.48,8597,0.020989
train,train/images/nail_train_002574.jpg,train/masks/nail_train_002574.png,640,640,3,1,JPEG,PNG,27.33,1.81,8642,0.021099
train,train/images/nail_train_002577.jpg,train/masks/nail_train_002577.png,640,640,3,1,JPEG,PNG,23.26,1.22,5237,0.012786
train,train/images/nail_train_002579.jpg,train/masks/nail_train_002579.png,640,640,3,1,JPEG,PNG,31.3,1.83,7640,0.018652
train,train/images/nail_train_002580.jpg,train/masks/nail_train_002580.png,640,640,3,1,JPEG,PNG,27.24,1.63,7694,0.018784
train,train/images/nail_train_002581.jpg,train/masks/nail_train_002581.png,640,640,3,1,JPEG,PNG,36.35,1.39,4030,0.009839
train,train/images/nail_train_002582.jpg,train/masks/nail_train_002582.png,640,640,3,1,JPEG,PNG,31.73,1.47,4051,0.00989
train,train/images/nail_train_002583.jpg,train/masks/nail_train_002583.png,640,640,3,1,JPEG,PNG,21.48,3.58,163573,0.399348
train,train/images/nail_train_002584.jpg,train/masks/nail_train_002584.png,640,640,3,1,JPEG,PNG,19.3,2.9,198221,0.483938
train,train/images/nail_train_002587.jpg,train/masks/nail_train_002587.png,640,640,3,1,JPEG,PNG,21.85,2.04,99607,0.243181
train,train/images/nail_train_002588.jpg,train/masks/nail_train_002588.png,640,640,3,1,JPEG,PNG,21.57,2.89,191682,0.467974
train,train/images/nail_train_002589.jpg,train/masks/nail_train_002589.png,640,640,3,1,JPEG,PNG,22.93,3.46,163793,0.399885
train,train/images/nail_train_002590.jpg,train/masks/nail_train_002590.png,640,640,3,1,JPEG,PNG,20.35,3.38,196495,0.479724
train,train/images/nail_train_002591.jpg,train/masks/nail_train_002591.png,640,640,3,1,JPEG,PNG,22.38,2.87,191502,0.467534
train,train/images/nail_train_002593.jpg,train/masks/nail_train_002593.png,640,640,3,1,JPEG,PNG,20.99,2.43,99362,0.242583
train,train/images/nail_train_002595.jpg,train/masks/nail_train_002595.png,640,640,3,1,JPEG,PNG,32.81,1.54,7579,0.018503
train,train/images/nail_train_002596.jpg,train/masks/nail_train_002596.png,640,640,3,1,JPEG,PNG,41,1.4,7575,0.018494
train,train/images/nail_train_002597.jpg,train/masks/nail_train_002597.png,640,640,3,1,JPEG,PNG,29.58,1.28,6255,0.015271
train,train/images/nail_train_002598.jpg,train/masks/nail_train_002598.png,640,640,3,1,JPEG,PNG,23.21,1.29,6226,0.0152
train,train/images/nail_train_002600.jpg,train/masks/nail_train_002600.png,640,640,3,1,JPEG,PNG,55.76,1.44,4981,0.012161
train,train/images/nail_train_002601.jpg,train/masks/nail_train_002601.png,640,640,3,1,JPEG,PNG,45.02,2,21063,0.051423
train,train/images/nail_train_002602.jpg,train/masks/nail_train_002602.png,640,640,3,1,JPEG,PNG,40.96,2.44,21142,0.051616
train,train/images/nail_train_002603.jpg,train/masks/nail_train_002603.png,640,640,3,1,JPEG,PNG,18.16,1.32,4252,0.010381
train,train/images/nail_train_002605.jpg,train/masks/nail_train_002605.png,640,640,3,1,JPEG,PNG,22.74,1.61,8685,0.021204
train,train/images/nail_train_002606.jpg,train/masks/nail_train_002606.png,640,640,3,1,JPEG,PNG,21.83,1.52,8693,0.021223
train,train/images/nail_train_002607.jpg,train/masks/nail_train_002607.png,640,640,3,1,JPEG,PNG,40.6,2.76,33624,0.08209
train,train/images/nail_train_002608.jpg,train/masks/nail_train_002608.png,640,640,3,1,JPEG,PNG,40.6,3.23,36838,0.089937
train,train/images/nail_train_002609.jpg,train/masks/nail_train_002609.png,640,640,3,1,JPEG,PNG,40.6,3.34,37964,0.092686
train,train/images/nail_train_002610.jpg,train/masks/nail_train_002610.png,640,640,3,1,JPEG,PNG,37.92,3.28,36625,0.089417
train,train/images/nail_train_002611.jpg,train/masks/nail_train_002611.png,640,640,3,1,JPEG,PNG,31.81,3.22,36613,0.089387
train,train/images/nail_train_002612.jpg,train/masks/nail_train_002612.png,640,640,3,1,JPEG,PNG,33.63,2.91,32931,0.080398
train,train/images/nail_train_002613.jpg,train/masks/nail_train_002613.png,640,640,3,1,JPEG,PNG,29.09,1.79,11075,0.027039
train,train/images/nail_train_002614.jpg,train/masks/nail_train_002614.png,640,640,3,1,JPEG,PNG,25.78,1.85,11075,0.027039
train,train/images/nail_train_002615.jpg,train/masks/nail_train_002615.png,640,640,3,1,JPEG,PNG,31.61,1.23,4049,0.009885
train,train/images/nail_train_002616.jpg,train/masks/nail_train_002616.png,640,640,3,1,JPEG,PNG,34.67,1.38,4080,0.009961
train,train/images/nail_train_002617.jpg,train/masks/nail_train_002617.png,640,640,3,1,JPEG,PNG,28.28,1.62,11451,0.027957
train,train/images/nail_train_002618.jpg,train/masks/nail_train_002618.png,640,640,3,1,JPEG,PNG,24.41,1.76,11447,0.027947
train,train/images/nail_train_002619.jpg,train/masks/nail_train_002619.png,640,640,3,1,JPEG,PNG,18.46,1.12,3670,0.00896
train,train/images/nail_train_002620.jpg,train/masks/nail_train_002620.png,640,640,3,1,JPEG,PNG,20.6,1.15,3676,0.008975
train,train/images/nail_train_002621.jpg,train/masks/nail_train_002621.png,640,640,3,1,JPEG,PNG,24.71,1.85,12651,0.030886
train,train/images/nail_train_002622.jpg,train/masks/nail_train_002622.png,640,640,3,1,JPEG,PNG,28.22,1.64,12624,0.03082
train,train/images/nail_train_002623.jpg,train/masks/nail_train_002623.png,640,640,3,1,JPEG,PNG,34.26,2.17,24443,0.059675
train,train/images/nail_train_002624.jpg,train/masks/nail_train_002624.png,640,640,3,1,JPEG,PNG,34.3,2.21,24641,0.060159
train,train/images/nail_train_002625.jpg,train/masks/nail_train_002625.png,640,640,3,1,JPEG,PNG,30.28,2.13,24303,0.059333
train,train/images/nail_train_002626.jpg,train/masks/nail_train_002626.png,640,640,3,1,JPEG,PNG,27.35,2.39,24658,0.0602
train,train/images/nail_train_002627.jpg,train/masks/nail_train_002627.png,640,640,3,1,JPEG,PNG,25.31,1.5,6413,0.015657
train,train/images/nail_train_002629.jpg,train/masks/nail_train_002629.png,640,640,3,1,JPEG,PNG,20.08,2.56,130145,0.317737
train,train/images/nail_train_002630.jpg,train/masks/nail_train_002630.png,640,640,3,1,JPEG,PNG,20.62,2.69,123134,0.30062
train,train/images/nail_train_002631.jpg,train/masks/nail_train_002631.png,640,640,3,1,JPEG,PNG,20.32,2.59,122546,0.299185
